"","Treatment","value","test","site"
"42655","Prairie Strips",1.35,"Links per Plant Species","smi"
"42656","Prairie Strips",1.92857142857143,"Links per Plant Species","smi"
"42657","Prairie Strips",1.6875,"Links per Plant Species","sto"
"42658","Prairie Strips",1.58203125,"Links per Plant Species","sto"
"42659","Prairie Strips",1.6875,"Links per Plant Species","who"
"42660","Prairie Strips",1.875,"Links per Plant Species","who"
"42661","Prairie Strips",1.22727272727273,"Links per Plant Species","gut"
"42662","Prairie Strips",1.80803571428571,"Links per Plant Species","gut"
"42663","Prairie Strips",1.56696428571429,"Links per Plant Species","sme"
"42664","Prairie Strips",1.35,"Links per Plant Species","sme"
"42665","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42666","Prairie Strips",1.90760869565217,"Links per Plant Species","smi"
"42667","Prairie Strips",1.6875,"Links per Plant Species","sto"
"42668","Prairie Strips",1.16826923076923,"Links per Plant Species","sto"
"42669","Prairie Strips",1.48897058823529,"Links per Plant Species","who"
"42670","Prairie Strips",1.40625,"Links per Plant Species","who"
"42671","Prairie Strips",2.29017857142857,"Links per Plant Species","gut"
"42672","Prairie Strips",1.58203125,"Links per Plant Species","gut"
"42673","Prairie Strips",1.4625,"Links per Plant Species","sme"
"42674","Prairie Strips",1.0125,"Links per Plant Species","sme"
"42675","Prairie Strips",1.16826923076923,"Links per Plant Species","smi"
"42676","Prairie Strips",1.55769230769231,"Links per Plant Species","smi"
"42677","Prairie Strips",1.95394736842105,"Links per Plant Species","sto"
"42678","Prairie Strips",1.78676470588235,"Links per Plant Species","sto"
"42679","Prairie Strips",1.4625,"Links per Plant Species","who"
"42680","Prairie Strips",1.2375,"Links per Plant Species","who"
"42681","Prairie Strips",1.44642857142857,"Links per Plant Species","gut"
"42682","Prairie Strips",1.33223684210526,"Links per Plant Species","gut"
"42683","Prairie Strips",1.0125,"Links per Plant Species","sme"
"42684","Prairie Strips",1.38970588235294,"Links per Plant Species","sme"
"42685","Prairie Strips",1.40625,"Links per Plant Species","smi"
"42686","Prairie Strips",1.265625,"Links per Plant Species","smi"
"42687","Prairie Strips",1.85625,"Links per Plant Species","sto"
"42688","Prairie Strips",1.0125,"Links per Plant Species","sto"
"42689","Prairie Strips",1.37109375,"Links per Plant Species","who"
"42690","Prairie Strips",1.6875,"Links per Plant Species","who"
"42691","Prairie Strips",1.875,"Links per Plant Species","gut"
"42692","Prairie Strips",1.91761363636364,"Links per Plant Species","gut"
"42693","Prairie Strips",0.84375,"Links per Plant Species","sme"
"42694","Prairie Strips",1.875,"Links per Plant Species","sme"
"42695","Prairie Strips",2.0625,"Links per Plant Species","smi"
"42696","Prairie Strips",1.92857142857143,"Links per Plant Species","smi"
"42697","Prairie Strips",1.546875,"Links per Plant Species","sto"
"42698","Prairie Strips",1.6875,"Links per Plant Species","sto"
"42699","Prairie Strips",1.265625,"Links per Plant Species","who"
"42700","Prairie Strips",1.88602941176471,"Links per Plant Species","who"
"42701","Prairie Strips",1.32589285714286,"Links per Plant Species","gut"
"42702","Prairie Strips",1.32589285714286,"Links per Plant Species","gut"
"42703","Prairie Strips",2.15625,"Links per Plant Species","sme"
"42704","Prairie Strips",1.42788461538462,"Links per Plant Species","sme"
"42705","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42706","Prairie Strips",2.025,"Links per Plant Species","smi"
"42707","Prairie Strips",1.78125,"Links per Plant Species","sto"
"42708","Prairie Strips",1.50986842105263,"Links per Plant Species","sto"
"42709","Prairie Strips",1.6875,"Links per Plant Species","who"
"42710","Prairie Strips",1.99431818181818,"Links per Plant Species","who"
"42711","Prairie Strips",1.940625,"Links per Plant Species","gut"
"42712","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42713","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42714","Prairie Strips",2.025,"Links per Plant Species","sme"
"42715","Prairie Strips",1.59868421052632,"Links per Plant Species","smi"
"42716","Prairie Strips",1.44642857142857,"Links per Plant Species","smi"
"42717","Prairie Strips",2.0625,"Links per Plant Species","sto"
"42718","Prairie Strips",1.22727272727273,"Links per Plant Species","sto"
"42719","Prairie Strips",1.0546875,"Links per Plant Species","who"
"42720","Prairie Strips",1.88602941176471,"Links per Plant Species","who"
"42721","Prairie Strips",1.875,"Links per Plant Species","gut"
"42722","Prairie Strips",1.59868421052632,"Links per Plant Species","gut"
"42723","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42724","Prairie Strips",1.875,"Links per Plant Species","sme"
"42725","Prairie Strips",1.125,"Links per Plant Species","smi"
"42726","Prairie Strips",1.5,"Links per Plant Species","smi"
"42727","Prairie Strips",2.41071428571429,"Links per Plant Species","sto"
"42728","Prairie Strips",1.6875,"Links per Plant Species","sto"
"42729","Prairie Strips",1.8984375,"Links per Plant Species","who"
"42730","Prairie Strips",1.95394736842105,"Links per Plant Species","who"
"42731","Prairie Strips",2.25,"Links per Plant Species","gut"
"42732","Prairie Strips",1.29807692307692,"Links per Plant Species","gut"
"42733","Prairie Strips",1.8984375,"Links per Plant Species","sme"
"42734","Prairie Strips",1.85625,"Links per Plant Species","sme"
"42735","Prairie Strips",1.81730769230769,"Links per Plant Species","smi"
"42736","Prairie Strips",1.42788461538462,"Links per Plant Species","smi"
"42737","Prairie Strips",1.20535714285714,"Links per Plant Species","sto"
"42738","Prairie Strips",1.42105263157895,"Links per Plant Species","sto"
"42739","Prairie Strips",1.38970588235294,"Links per Plant Species","who"
"42740","Prairie Strips",1.78676470588235,"Links per Plant Species","who"
"42741","Prairie Strips",1.96875,"Links per Plant Species","gut"
"42742","Prairie Strips",1.2375,"Links per Plant Species","gut"
"42743","Prairie Strips",1.29807692307692,"Links per Plant Species","sme"
"42744","Prairie Strips",1.5,"Links per Plant Species","sme"
"42745","Prairie Strips",1.79296875,"Links per Plant Species","smi"
"42746","Prairie Strips",1.85625,"Links per Plant Species","smi"
"42747","Prairie Strips",1.76420454545455,"Links per Plant Species","sto"
"42748","Prairie Strips",1.6875,"Links per Plant Species","sto"
"42749","Prairie Strips",1.32589285714286,"Links per Plant Species","who"
"42750","Prairie Strips",1.38970588235294,"Links per Plant Species","who"
"42751","Prairie Strips",1.8984375,"Links per Plant Species","gut"
"42752","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42753","Prairie Strips",1.20535714285714,"Links per Plant Species","sme"
"42754","Prairie Strips",1.56696428571429,"Links per Plant Species","sme"
"42755","Prairie Strips",1.76785714285714,"Links per Plant Species","smi"
"42756","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42757","Prairie Strips",1.40625,"Links per Plant Species","sto"
"42758","Prairie Strips",2.39802631578947,"Links per Plant Species","sto"
"42759","Prairie Strips",1.546875,"Links per Plant Species","who"
"42760","Prairie Strips",2.53125,"Links per Plant Species","who"
"42761","Prairie Strips",1.59375,"Links per Plant Species","gut"
"42762","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42763","Prairie Strips",1.78676470588235,"Links per Plant Species","sme"
"42764","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42765","Prairie Strips",1.81730769230769,"Links per Plant Species","smi"
"42766","Prairie Strips",2.04910714285714,"Links per Plant Species","smi"
"42767","Prairie Strips",1.56696428571429,"Links per Plant Species","sto"
"42768","Prairie Strips",1.59868421052632,"Links per Plant Species","sto"
"42769","Prairie Strips",1.546875,"Links per Plant Species","who"
"42770","Prairie Strips",1.48897058823529,"Links per Plant Species","who"
"42771","Prairie Strips",2.66447368421053,"Links per Plant Species","gut"
"42772","Prairie Strips",1.19117647058824,"Links per Plant Species","gut"
"42773","Prairie Strips",1.8,"Links per Plant Species","sme"
"42774","Prairie Strips",2.33653846153846,"Links per Plant Species","sme"
"42775","Prairie Strips",1.78676470588235,"Links per Plant Species","smi"
"42776","Prairie Strips",1.32589285714286,"Links per Plant Species","smi"
"42777","Prairie Strips",1.5,"Links per Plant Species","sto"
"42778","Prairie Strips",1.56696428571429,"Links per Plant Species","sto"
"42779","Prairie Strips",1.603125,"Links per Plant Species","who"
"42780","Prairie Strips",1.5,"Links per Plant Species","who"
"42781","Prairie Strips",2.04276315789474,"Links per Plant Species","gut"
"42782","Prairie Strips",1.4765625,"Links per Plant Species","gut"
"42783","Prairie Strips",1.575,"Links per Plant Species","sme"
"42784","Prairie Strips",2.08455882352941,"Links per Plant Species","sme"
"42785","Prairie Strips",1.4765625,"Links per Plant Species","smi"
"42786","Prairie Strips",1.33223684210526,"Links per Plant Species","smi"
"42787","Prairie Strips",1.9125,"Links per Plant Species","sto"
"42788","Prairie Strips",1.95394736842105,"Links per Plant Species","sto"
"42789","Prairie Strips",1.32589285714286,"Links per Plant Species","who"
"42790","Prairie Strips",2.0625,"Links per Plant Species","who"
"42791","Prairie Strips",2.08455882352941,"Links per Plant Species","gut"
"42792","Prairie Strips",1.96875,"Links per Plant Species","gut"
"42793","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42794","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42795","Prairie Strips",2.16964285714286,"Links per Plant Species","smi"
"42796","Prairie Strips",1.88602941176471,"Links per Plant Species","smi"
"42797","Prairie Strips",1.48897058823529,"Links per Plant Species","sto"
"42798","Prairie Strips",1.60714285714286,"Links per Plant Species","sto"
"42799","Prairie Strips",1.20535714285714,"Links per Plant Species","who"
"42800","Prairie Strips",1.88602941176471,"Links per Plant Species","who"
"42801","Prairie Strips",1.875,"Links per Plant Species","gut"
"42802","Prairie Strips",1.4765625,"Links per Plant Species","gut"
"42803","Prairie Strips",2.1375,"Links per Plant Species","sme"
"42804","Prairie Strips",1.78125,"Links per Plant Species","sme"
"42805","Prairie Strips",1.4625,"Links per Plant Species","smi"
"42806","Prairie Strips",1.24342105263158,"Links per Plant Species","smi"
"42807","Prairie Strips",1.8984375,"Links per Plant Species","sto"
"42808","Prairie Strips",1.35,"Links per Plant Species","sto"
"42809","Prairie Strips",1.58203125,"Links per Plant Species","who"
"42810","Prairie Strips",1.8,"Links per Plant Species","who"
"42811","Prairie Strips",1.78676470588235,"Links per Plant Species","gut"
"42812","Prairie Strips",1.92857142857143,"Links per Plant Species","gut"
"42813","Prairie Strips",1.29807692307692,"Links per Plant Species","sme"
"42814","Prairie Strips",2.25,"Links per Plant Species","sme"
"42815","Prairie Strips",1.78676470588235,"Links per Plant Species","smi"
"42816","Prairie Strips",2.025,"Links per Plant Species","smi"
"42817","Prairie Strips",1.48897058823529,"Links per Plant Species","sto"
"42818","Prairie Strips",2.15625,"Links per Plant Species","sto"
"42819","Prairie Strips",1.42105263157895,"Links per Plant Species","who"
"42820","Prairie Strips",1.80803571428571,"Links per Plant Species","who"
"42821","Prairie Strips",2.109375,"Links per Plant Species","gut"
"42822","Prairie Strips",1.8984375,"Links per Plant Species","gut"
"42823","Prairie Strips",2.15625,"Links per Plant Species","sme"
"42824","Prairie Strips",1.55769230769231,"Links per Plant Species","sme"
"42825","Prairie Strips",2.109375,"Links per Plant Species","smi"
"42826","Prairie Strips",1.35,"Links per Plant Species","smi"
"42827","Prairie Strips",1.8,"Links per Plant Species","sto"
"42828","Prairie Strips",1.6875,"Links per Plant Species","sto"
"42829","Prairie Strips",1.6875,"Links per Plant Species","who"
"42830","Prairie Strips",1.4765625,"Links per Plant Species","who"
"42831","Prairie Strips",2.13157894736842,"Links per Plant Species","gut"
"42832","Prairie Strips",1.125,"Links per Plant Species","gut"
"42833","Prairie Strips",1.78676470588235,"Links per Plant Species","sme"
"42834","Prairie Strips",1.38970588235294,"Links per Plant Species","sme"
"42835","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42836","Prairie Strips",2.53125,"Links per Plant Species","smi"
"42837","Prairie Strips",1.9125,"Links per Plant Species","sto"
"42838","Prairie Strips",1.58823529411765,"Links per Plant Species","sto"
"42839","Prairie Strips",1.546875,"Links per Plant Species","who"
"42840","Prairie Strips",1.6875,"Links per Plant Species","who"
"42841","Prairie Strips",1.29044117647059,"Links per Plant Species","gut"
"42842","Prairie Strips",2.30921052631579,"Links per Plant Species","gut"
"42843","Prairie Strips",1.29807692307692,"Links per Plant Species","sme"
"42844","Prairie Strips",1.96875,"Links per Plant Species","sme"
"42845","Prairie Strips",1.2375,"Links per Plant Species","smi"
"42846","Prairie Strips",1.58203125,"Links per Plant Species","smi"
"42847","Prairie Strips",1.58823529411765,"Links per Plant Species","sto"
"42848","Prairie Strips",2.00390625,"Links per Plant Species","sto"
"42849","Prairie Strips",1.575,"Links per Plant Species","who"
"42850","Prairie Strips",1.38068181818182,"Links per Plant Species","who"
"42851","Prairie Strips",1.50986842105263,"Links per Plant Species","gut"
"42852","Prairie Strips",1.8,"Links per Plant Species","gut"
"42853","Prairie Strips",1.53409090909091,"Links per Plant Species","sme"
"42854","Prairie Strips",1.4765625,"Links per Plant Species","sme"
"42855","Prairie Strips",1.78676470588235,"Links per Plant Species","smi"
"42856","Prairie Strips",1.40625,"Links per Plant Species","smi"
"42857","Prairie Strips",1.8984375,"Links per Plant Species","sto"
"42858","Prairie Strips",1.875,"Links per Plant Species","sto"
"42859","Prairie Strips",2.21484375,"Links per Plant Species","who"
"42860","Prairie Strips",1.575,"Links per Plant Species","who"
"42861","Prairie Strips",2.0625,"Links per Plant Species","gut"
"42862","Prairie Strips",1.96875,"Links per Plant Species","gut"
"42863","Prairie Strips",1.85625,"Links per Plant Species","sme"
"42864","Prairie Strips",2.025,"Links per Plant Species","sme"
"42865","Prairie Strips",1.56696428571429,"Links per Plant Species","smi"
"42866","Prairie Strips",1.32589285714286,"Links per Plant Species","smi"
"42867","Prairie Strips",1.99431818181818,"Links per Plant Species","sto"
"42868","Prairie Strips",1.9125,"Links per Plant Species","sto"
"42869","Prairie Strips",2.15625,"Links per Plant Species","who"
"42870","Prairie Strips",1.58823529411765,"Links per Plant Species","who"
"42871","Prairie Strips",1.86513157894737,"Links per Plant Species","gut"
"42872","Prairie Strips",1.79296875,"Links per Plant Species","gut"
"42873","Prairie Strips",1.4625,"Links per Plant Species","sme"
"42874","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42875","Prairie Strips",1.38970588235294,"Links per Plant Species","smi"
"42876","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42877","Prairie Strips",1.44642857142857,"Links per Plant Species","sto"
"42878","Prairie Strips",1.37109375,"Links per Plant Species","sto"
"42879","Prairie Strips",1.59375,"Links per Plant Species","who"
"42880","Prairie Strips",1.603125,"Links per Plant Species","who"
"42881","Prairie Strips",1.58203125,"Links per Plant Species","gut"
"42882","Prairie Strips",1.24342105263158,"Links per Plant Species","gut"
"42883","Prairie Strips",2.29017857142857,"Links per Plant Species","sme"
"42884","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42885","Prairie Strips",1.92857142857143,"Links per Plant Species","smi"
"42886","Prairie Strips",1.92857142857143,"Links per Plant Species","smi"
"42887","Prairie Strips",1.2375,"Links per Plant Species","sto"
"42888","Prairie Strips",1.22727272727273,"Links per Plant Species","sto"
"42889","Prairie Strips",1.88602941176471,"Links per Plant Species","who"
"42890","Prairie Strips",1.2375,"Links per Plant Species","who"
"42891","Prairie Strips",1.95394736842105,"Links per Plant Species","gut"
"42892","Prairie Strips",1.55769230769231,"Links per Plant Species","gut"
"42893","Prairie Strips",1.77631578947368,"Links per Plant Species","sme"
"42894","Prairie Strips",1.32589285714286,"Links per Plant Species","sme"
"42895","Prairie Strips",2.0625,"Links per Plant Species","smi"
"42896","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42897","Prairie Strips",2.08928571428571,"Links per Plant Species","sto"
"42898","Prairie Strips",1.50986842105263,"Links per Plant Species","sto"
"42899","Prairie Strips",0.984375,"Links per Plant Species","who"
"42900","Prairie Strips",1.44642857142857,"Links per Plant Species","who"
"42901","Prairie Strips",2.00390625,"Links per Plant Species","gut"
"42902","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42903","Prairie Strips",1.48897058823529,"Links per Plant Species","sme"
"42904","Prairie Strips",1.98529411764706,"Links per Plant Species","sme"
"42905","Prairie Strips",1.9125,"Links per Plant Species","smi"
"42906","Prairie Strips",1.42105263157895,"Links per Plant Species","smi"
"42907","Prairie Strips",2.18382352941176,"Links per Plant Species","sto"
"42908","Prairie Strips",1.79296875,"Links per Plant Species","sto"
"42909","Prairie Strips",2.08455882352941,"Links per Plant Species","who"
"42910","Prairie Strips",1.40625,"Links per Plant Species","who"
"42911","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42912","Prairie Strips",1.40625,"Links per Plant Species","gut"
"42913","Prairie Strips",1.58203125,"Links per Plant Species","sme"
"42914","Prairie Strips",1.77631578947368,"Links per Plant Species","sme"
"42915","Prairie Strips",1.88602941176471,"Links per Plant Species","smi"
"42916","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42917","Prairie Strips",1.40625,"Links per Plant Species","sto"
"42918","Prairie Strips",1.771875,"Links per Plant Species","sto"
"42919","Prairie Strips",1.32589285714286,"Links per Plant Species","who"
"42920","Prairie Strips",1.8984375,"Links per Plant Species","who"
"42921","Prairie Strips",1.940625,"Links per Plant Species","gut"
"42922","Prairie Strips",1.42788461538462,"Links per Plant Species","gut"
"42923","Prairie Strips",1.16015625,"Links per Plant Species","sme"
"42924","Prairie Strips",2.00390625,"Links per Plant Species","sme"
"42925","Prairie Strips",1.58823529411765,"Links per Plant Species","smi"
"42926","Prairie Strips",1.38068181818182,"Links per Plant Species","smi"
"42927","Prairie Strips",2.05434782608696,"Links per Plant Species","sto"
"42928","Prairie Strips",2.53125,"Links per Plant Species","sto"
"42929","Prairie Strips",1.3125,"Links per Plant Species","who"
"42930","Prairie Strips",1.35,"Links per Plant Species","who"
"42931","Prairie Strips",1.265625,"Links per Plant Species","gut"
"42932","Prairie Strips",1.5,"Links per Plant Species","gut"
"42933","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42934","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42935","Prairie Strips",1.51875,"Links per Plant Species","smi"
"42936","Prairie Strips",1.58823529411765,"Links per Plant Species","smi"
"42937","Prairie Strips",1.51875,"Links per Plant Species","sto"
"42938","Prairie Strips",1.58823529411765,"Links per Plant Species","sto"
"42939","Prairie Strips",1.6875,"Links per Plant Species","who"
"42940","Prairie Strips",2.109375,"Links per Plant Species","who"
"42941","Prairie Strips",2.25,"Links per Plant Species","gut"
"42942","Prairie Strips",1.58203125,"Links per Plant Species","gut"
"42943","Prairie Strips",2.57565789473684,"Links per Plant Species","sme"
"42944","Prairie Strips",1.77631578947368,"Links per Plant Species","sme"
"42945","Prairie Strips",1.2375,"Links per Plant Species","smi"
"42946","Prairie Strips",1.32589285714286,"Links per Plant Species","smi"
"42947","Prairie Strips",1.77631578947368,"Links per Plant Species","sto"
"42948","Prairie Strips",2.00390625,"Links per Plant Species","sto"
"42949","Prairie Strips",1.6875,"Links per Plant Species","who"
"42950","Prairie Strips",2.16964285714286,"Links per Plant Species","who"
"42951","Prairie Strips",1.55769230769231,"Links per Plant Species","gut"
"42952","Prairie Strips",1.8,"Links per Plant Species","gut"
"42953","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42954","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42955","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42956","Prairie Strips",1.79296875,"Links per Plant Species","smi"
"42957","Prairie Strips",1.19117647058824,"Links per Plant Species","sto"
"42958","Prairie Strips",1.575,"Links per Plant Species","sto"
"42959","Prairie Strips",1.59375,"Links per Plant Species","who"
"42960","Prairie Strips",1.77631578947368,"Links per Plant Species","who"
"42961","Prairie Strips",2.3625,"Links per Plant Species","gut"
"42962","Prairie Strips",1.0125,"Links per Plant Species","gut"
"42963","Prairie Strips",1.125,"Links per Plant Species","sme"
"42964","Prairie Strips",2.22039473684211,"Links per Plant Species","sme"
"42965","Prairie Strips",2.3203125,"Links per Plant Species","smi"
"42966","Prairie Strips",2.21484375,"Links per Plant Species","smi"
"42967","Prairie Strips",1.53409090909091,"Links per Plant Species","sto"
"42968","Prairie Strips",1.0546875,"Links per Plant Species","sto"
"42969","Prairie Strips",1.434375,"Links per Plant Species","who"
"42970","Prairie Strips",1.35,"Links per Plant Species","who"
"42971","Prairie Strips",1.16015625,"Links per Plant Species","gut"
"42972","Prairie Strips",1.546875,"Links per Plant Species","gut"
"42973","Prairie Strips",1.92857142857143,"Links per Plant Species","sme"
"42974","Prairie Strips",1.9125,"Links per Plant Species","sme"
"42975","Prairie Strips",2.37784090909091,"Links per Plant Species","smi"
"42976","Prairie Strips",1.40625,"Links per Plant Species","smi"
"42977","Prairie Strips",2.025,"Links per Plant Species","sto"
"42978","Prairie Strips",1.48897058823529,"Links per Plant Species","sto"
"42979","Prairie Strips",2.37784090909091,"Links per Plant Species","who"
"42980","Prairie Strips",1.40625,"Links per Plant Species","who"
"42981","Prairie Strips",2.00390625,"Links per Plant Species","gut"
"42982","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42983","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42984","Prairie Strips",1.32589285714286,"Links per Plant Species","sme"
"42985","Prairie Strips",1.6875,"Links per Plant Species","smi"
"42986","Prairie Strips",1.40625,"Links per Plant Species","smi"
"42987","Prairie Strips",2.39802631578947,"Links per Plant Species","sto"
"42988","Prairie Strips",1.38068181818182,"Links per Plant Species","sto"
"42989","Prairie Strips",1.56696428571429,"Links per Plant Species","who"
"42990","Prairie Strips",1.37109375,"Links per Plant Species","who"
"42991","Prairie Strips",1.6875,"Links per Plant Species","gut"
"42992","Prairie Strips",2.07102272727273,"Links per Plant Species","gut"
"42993","Prairie Strips",1.771875,"Links per Plant Species","sme"
"42994","Prairie Strips",1.6875,"Links per Plant Species","sme"
"42995","Prairie Strips",1.96875,"Links per Plant Species","smi"
"42996","Prairie Strips",1.98529411764706,"Links per Plant Species","smi"
"42997","Prairie Strips",1.875,"Links per Plant Species","sto"
"42998","Prairie Strips",1.78125,"Links per Plant Species","sto"
"42999","Prairie Strips",2.25,"Links per Plant Species","who"
"43000","Prairie Strips",1.50986842105263,"Links per Plant Species","who"
"43001","Crop Fields",1.940625,"Links per Plant Species","gut"
"43002","Crop Fields",1.940625,"Links per Plant Species","gut"
"43003","Crop Fields",1.940625,"Links per Plant Species","sme"
"43004","Crop Fields",1.940625,"Links per Plant Species","sme"
"43005","Crop Fields",1.940625,"Links per Plant Species","smi"
"43006","Crop Fields",1.940625,"Links per Plant Species","smi"
"43007","Crop Fields",1.940625,"Links per Plant Species","sto"
"43008","Crop Fields",1.940625,"Links per Plant Species","sto"
"43009","Crop Fields",1.940625,"Links per Plant Species","who"
"43010","Crop Fields",1.940625,"Links per Plant Species","who"
"43011","Crop Fields",1.940625,"Links per Plant Species","gut"
"43012","Crop Fields",1.940625,"Links per Plant Species","gut"
"43013","Crop Fields",1.940625,"Links per Plant Species","sme"
"43014","Crop Fields",1.940625,"Links per Plant Species","sme"
"43015","Crop Fields",1.940625,"Links per Plant Species","smi"
"43016","Crop Fields",1.940625,"Links per Plant Species","smi"
"43017","Crop Fields",1.940625,"Links per Plant Species","sto"
"43018","Crop Fields",1.940625,"Links per Plant Species","sto"
"43019","Crop Fields",1.940625,"Links per Plant Species","who"
"43020","Crop Fields",1.940625,"Links per Plant Species","who"
"43021","Crop Fields",1.940625,"Links per Plant Species","gut"
"43022","Crop Fields",1.940625,"Links per Plant Species","gut"
"43023","Crop Fields",1.940625,"Links per Plant Species","sme"
"43024","Crop Fields",1.940625,"Links per Plant Species","sme"
"43025","Crop Fields",1.940625,"Links per Plant Species","smi"
"43026","Crop Fields",1.940625,"Links per Plant Species","smi"
"43027","Crop Fields",1.940625,"Links per Plant Species","sto"
"43028","Crop Fields",1.940625,"Links per Plant Species","sto"
"43029","Crop Fields",1.940625,"Links per Plant Species","who"
"43030","Crop Fields",1.940625,"Links per Plant Species","who"
"43031","Crop Fields",1.940625,"Links per Plant Species","gut"
"43032","Crop Fields",1.940625,"Links per Plant Species","gut"
"43033","Crop Fields",1.940625,"Links per Plant Species","sme"
"43034","Crop Fields",1.940625,"Links per Plant Species","sme"
"43035","Crop Fields",1.940625,"Links per Plant Species","smi"
"43036","Crop Fields",1.940625,"Links per Plant Species","smi"
"43037","Crop Fields",1.940625,"Links per Plant Species","sto"
"43038","Crop Fields",1.940625,"Links per Plant Species","sto"
"43039","Crop Fields",1.940625,"Links per Plant Species","who"
"43040","Crop Fields",1.940625,"Links per Plant Species","who"
"43041","Crop Fields",1.940625,"Links per Plant Species","gut"
"43042","Crop Fields",1.940625,"Links per Plant Species","gut"
"43043","Crop Fields",1.940625,"Links per Plant Species","sme"
"43044","Crop Fields",1.940625,"Links per Plant Species","sme"
"43045","Crop Fields",1.940625,"Links per Plant Species","smi"
"43046","Crop Fields",1.940625,"Links per Plant Species","smi"
"43047","Crop Fields",1.940625,"Links per Plant Species","sto"
"43048","Crop Fields",1.940625,"Links per Plant Species","sto"
"43049","Crop Fields",1.940625,"Links per Plant Species","who"
"43050","Crop Fields",1.940625,"Links per Plant Species","who"
"43051","Crop Fields",1.940625,"Links per Plant Species","gut"
"43052","Crop Fields",1.940625,"Links per Plant Species","gut"
"43053","Crop Fields",1.940625,"Links per Plant Species","sme"
"43054","Crop Fields",1.940625,"Links per Plant Species","sme"
"43055","Crop Fields",1.940625,"Links per Plant Species","smi"
"43056","Crop Fields",1.940625,"Links per Plant Species","smi"
"43057","Crop Fields",1.940625,"Links per Plant Species","sto"
"43058","Crop Fields",1.940625,"Links per Plant Species","sto"
"43059","Crop Fields",1.940625,"Links per Plant Species","who"
"43060","Crop Fields",1.940625,"Links per Plant Species","who"
"43061","Crop Fields",1.940625,"Links per Plant Species","gut"
"43062","Crop Fields",1.940625,"Links per Plant Species","gut"
"43063","Crop Fields",1.940625,"Links per Plant Species","sme"
"43064","Crop Fields",1.940625,"Links per Plant Species","sme"
"43065","Crop Fields",1.940625,"Links per Plant Species","smi"
"43066","Crop Fields",1.940625,"Links per Plant Species","smi"
"43067","Crop Fields",1.940625,"Links per Plant Species","sto"
"43068","Crop Fields",1.940625,"Links per Plant Species","sto"
"43069","Crop Fields",1.940625,"Links per Plant Species","who"
"43070","Crop Fields",1.940625,"Links per Plant Species","who"
"43071","Crop Fields",1.940625,"Links per Plant Species","gut"
"43072","Crop Fields",1.940625,"Links per Plant Species","gut"
"43073","Crop Fields",1.940625,"Links per Plant Species","sme"
"43074","Crop Fields",1.940625,"Links per Plant Species","sme"
"43075","Crop Fields",1.940625,"Links per Plant Species","smi"
"43076","Crop Fields",1.940625,"Links per Plant Species","smi"
"43077","Crop Fields",1.940625,"Links per Plant Species","sto"
"43078","Crop Fields",1.940625,"Links per Plant Species","sto"
"43079","Crop Fields",1.940625,"Links per Plant Species","who"
"43080","Crop Fields",1.940625,"Links per Plant Species","who"
"43081","Crop Fields",1.940625,"Links per Plant Species","gut"
"43082","Crop Fields",1.940625,"Links per Plant Species","gut"
"43083","Crop Fields",1.940625,"Links per Plant Species","sme"
"43084","Crop Fields",1.940625,"Links per Plant Species","sme"
"43085","Crop Fields",1.940625,"Links per Plant Species","smi"
"43086","Crop Fields",1.940625,"Links per Plant Species","smi"
"43087","Crop Fields",1.940625,"Links per Plant Species","sto"
"43088","Crop Fields",1.940625,"Links per Plant Species","sto"
"43089","Crop Fields",1.940625,"Links per Plant Species","who"
"43090","Crop Fields",1.940625,"Links per Plant Species","who"
"43091","Crop Fields",1.940625,"Links per Plant Species","gut"
"43092","Crop Fields",1.940625,"Links per Plant Species","gut"
"43093","Crop Fields",1.940625,"Links per Plant Species","sme"
"43094","Crop Fields",1.940625,"Links per Plant Species","sme"
"43095","Crop Fields",1.940625,"Links per Plant Species","smi"
"43096","Crop Fields",1.940625,"Links per Plant Species","smi"
"43097","Crop Fields",1.940625,"Links per Plant Species","sto"
